log_id,system_name,regulation,severity,event_type,timestamp,resolved
3583,System_2,NIST,Medium,Login Failure,2025-02-21 17:30:22,Yes
3584,System_4,CMMC,Medium,Policy Breach,2025-02-05 06:38:39,Yes
3585,System_3,GDPR,High,Policy Breach,2025-04-23 07:21:00,No
3586,System_2,GDPR,Medium,Policy Breach,2025-05-24 06:14:33,No
3587,System_3,NIST,Medium,Login Failure,2025-01-10 13:35:28,No
3588,System_2,NIST,Medium,Login Failure,2025-04-21 07:08:35,No
3589,System_1,GDPR,Low,Login Failure,2025-02-23 11:48:39,Yes
3590,System_1,GDPR,High,Unauthorized Device,2025-05-11 00:25:23,Yes
3591,System_1,CMMC,Medium,Policy Breach,2025-04-04 16:17:50,Yes
3592,System_4,CMMC,Medium,Policy Breach,2025-01-06 13:58:49,Yes
3593,System_5,CMMC,High,Policy Breach,2025-05-12 08:11:25,No
3594,System_5,NIST,High,Data Leak,2025-05-16 20:58:35,No
3595,System_4,GDPR,Low,Access Violation,2025-03-19 14:54:50,Yes
3596,System_4,NIST,Low,Access Violation,2025-03-06 18:51:27,Yes
3597,System_1,GDPR,Medium,Policy Breach,2025-04-13 14:11:47,No
3598,System_3,NIST,Low,Access Violation,2025-05-16 22:54:20,Yes
3599,System_1,CMMC,High,Unauthorized Device,2025-03-01 03:30:59,No
3600,System_4,GDPR,High,Login Failure,2025-03-03 17:44:43,Yes
3601,System_2,GDPR,High,Unauthorized Device,2025-03-20 14:38:38,Yes
3602,System_2,GDPR,Medium,Data Leak,2025-03-24 04:16:23,No
3603,System_2,CMMC,Medium,Data Leak,2025-05-07 02:00:16,Yes
3604,System_2,CMMC,Low,Unauthorized Device,2025-01-17 22:21:01,Yes
3605,System_2,NIST,Medium,Policy Breach,2025-02-18 23:30:07,Yes
3606,System_1,GDPR,Low,Unauthorized Device,2025-03-10 14:25:39,No
3607,System_5,NIST,Medium,Login Failure,2025-04-28 16:04:13,No
3608,System_5,NIST,High,Data Leak,2025-03-25 22:46:46,No
3609,System_3,CMMC,Low,Access Violation,2025-02-03 22:22:28,Yes
3610,System_4,CMMC,Low,Policy Breach,2025-01-24 19:35:50,No
3611,System_5,CMMC,High,Policy Breach,2025-02-28 10:35:27,No
3612,System_4,CMMC,High,Policy Breach,2025-01-13 22:10:24,Yes
3613,System_3,CMMC,High,Policy Breach,2025-03-05 08:47:37,No
3614,System_2,NIST,Medium,Unauthorized Device,2025-05-19 17:48:29,No
3615,System_3,GDPR,High,Policy Breach,2025-04-27 22:29:37,No
3616,System_1,NIST,Low,Data Leak,2025-02-04 09:46:26,No
3617,System_2,GDPR,High,Unauthorized Device,2025-01-14 15:14:14,No
3618,System_1,GDPR,High,Access Violation,2025-03-03 14:43:47,No
3619,System_5,CMMC,Medium,Data Leak,2025-01-11 04:20:41,Yes
3620,System_1,GDPR,Low,Access Violation,2025-05-18 06:36:12,No
3621,System_4,NIST,High,Unauthorized Device,2025-04-07 05:26:13,No
3622,System_3,GDPR,Low,Login Failure,2025-05-03 07:01:33,Yes
3623,System_4,NIST,Low,Access Violation,2025-01-21 18:13:32,Yes
3624,System_5,CMMC,High,Data Leak,2025-01-18 02:47:52,Yes
3625,System_2,CMMC,High,Access Violation,2025-01-13 10:36:30,No
3626,System_4,GDPR,Medium,Access Violation,2025-03-23 21:51:54,No
3627,System_4,GDPR,Medium,Login Failure,2025-04-05 18:33:49,Yes
3628,System_2,CMMC,Low,Access Violation,2025-02-17 10:34:18,Yes
3629,System_1,CMMC,Medium,Data Leak,2025-05-19 21:34:14,No
3630,System_3,GDPR,Low,Policy Breach,2025-01-18 20:27:56,No
3631,System_3,CMMC,High,Data Leak,2025-05-20 14:46:35,No
3632,System_5,CMMC,Low,Policy Breach,2025-05-14 19:20:12,Yes
3633,System_3,CMMC,High,Data Leak,2025-01-03 16:03:34,No
3634,System_3,NIST,Medium,Access Violation,2025-04-30 03:56:07,No
3635,System_4,NIST,Medium,Data Leak,2025-01-30 13:37:20,No
3636,System_3,GDPR,Medium,Access Violation,2025-01-24 12:06:12,Yes
3637,System_4,CMMC,High,Policy Breach,2025-01-24 10:26:16,Yes
3638,System_3,NIST,Low,Unauthorized Device,2025-03-10 07:30:30,Yes
3639,System_4,NIST,Low,Policy Breach,2025-03-13 20:56:12,No
3640,System_1,NIST,Low,Access Violation,2025-02-11 04:27:18,Yes
3641,System_5,NIST,Medium,Policy Breach,2025-04-15 03:31:15,No
3642,System_4,NIST,High,Unauthorized Device,2025-05-24 11:09:28,Yes
3643,System_5,NIST,High,Policy Breach,2025-02-03 09:07:13,No
3644,System_1,GDPR,Low,Access Violation,2025-04-18 08:47:06,Yes
3645,System_3,CMMC,High,Unauthorized Device,2025-04-11 10:20:07,No
3646,System_3,NIST,High,Policy Breach,2025-04-24 10:39:13,Yes
3647,System_5,GDPR,High,Data Leak,2025-01-17 17:09:15,Yes
3648,System_4,NIST,Medium,Data Leak,2025-02-19 22:57:55,No
3649,System_3,GDPR,High,Data Leak,2025-01-11 11:49:33,Yes
3650,System_3,NIST,Medium,Access Violation,2025-03-30 21:42:03,Yes
3651,System_2,NIST,Medium,Access Violation,2025-01-22 20:40:34,No
3652,System_3,CMMC,Low,Data Leak,2025-01-19 01:59:18,Yes
3653,System_1,CMMC,Low,Unauthorized Device,2025-02-25 13:32:58,Yes
3654,System_2,CMMC,Low,Access Violation,2025-05-23 10:15:16,No
3655,System_2,NIST,Medium,Access Violation,2025-05-09 12:13:20,Yes
3656,System_4,GDPR,Medium,Policy Breach,2025-04-24 23:37:27,No
3657,System_2,GDPR,Low,Unauthorized Device,2025-04-22 21:12:21,No
3658,System_4,GDPR,Medium,Policy Breach,2025-02-23 13:27:53,No
3659,System_4,NIST,Low,Unauthorized Device,2025-03-30 20:35:13,Yes
3660,System_5,NIST,High,Login Failure,2025-02-28 10:59:32,Yes
3661,System_2,CMMC,Medium,Data Leak,2025-05-12 05:19:30,No
3662,System_1,GDPR,High,Policy Breach,2025-04-20 02:15:13,Yes
3663,System_1,CMMC,Medium,Login Failure,2025-03-12 11:36:10,No
3664,System_4,CMMC,Low,Data Leak,2025-01-16 22:01:58,Yes
3665,System_3,GDPR,Medium,Unauthorized Device,2025-01-12 05:19:25,No
3666,System_1,NIST,Medium,Access Violation,2025-01-14 08:07:39,Yes
3667,System_2,NIST,Medium,Access Violation,2025-04-06 18:37:08,No
3668,System_3,GDPR,High,Data Leak,2025-04-19 20:46:58,Yes
3669,System_2,NIST,Medium,Policy Breach,2025-05-21 08:39:08,No
3670,System_2,CMMC,Medium,Login Failure,2025-01-21 22:23:50,No
3671,System_4,NIST,Low,Data Leak,2025-04-16 06:25:14,No
3672,System_2,NIST,Medium,Data Leak,2025-04-17 01:37:56,No
3673,System_4,CMMC,Low,Data Leak,2025-03-19 10:59:12,Yes
3674,System_5,GDPR,High,Data Leak,2025-02-16 15:08:07,Yes
3675,System_3,CMMC,High,Access Violation,2025-02-04 13:12:50,No
3676,System_4,CMMC,Medium,Login Failure,2025-04-12 11:04:44,Yes
3677,System_2,NIST,Medium,Unauthorized Device,2025-01-03 17:04:35,Yes
3678,System_3,GDPR,High,Access Violation,2025-02-02 09:47:03,Yes
3679,System_3,CMMC,Low,Access Violation,2025-04-29 09:30:29,No
3680,System_2,NIST,Low,Unauthorized Device,2025-05-01 17:48:19,No
3681,System_1,CMMC,Low,Policy Breach,2025-03-30 23:24:45,Yes
3682,System_5,GDPR,Low,Login Failure,2025-01-04 16:06:16,No
3683,System_3,GDPR,Low,Login Failure,2025-04-09 09:29:35,No
3684,System_5,GDPR,Low,Data Leak,2025-04-15 12:32:49,No
3685,System_2,CMMC,High,Data Leak,2025-01-21 11:31:40,Yes
3686,System_4,CMMC,High,Login Failure,2025-04-30 06:47:13,Yes
3687,System_1,CMMC,Low,Login Failure,2025-05-04 13:27:04,No
3688,System_2,GDPR,High,Access Violation,2025-04-05 11:56:40,Yes
3689,System_5,GDPR,Low,Unauthorized Device,2025-05-03 09:43:50,Yes
3690,System_3,GDPR,Low,Login Failure,2025-04-12 11:18:52,Yes
3691,System_3,NIST,Medium,Login Failure,2025-04-28 22:02:40,No
3692,System_2,NIST,High,Login Failure,2025-01-03 14:38:53,No
3693,System_2,CMMC,High,Policy Breach,2025-05-16 22:11:13,No
3694,System_4,GDPR,Medium,Policy Breach,2025-04-27 17:17:06,Yes
3695,System_1,NIST,Low,Data Leak,2025-04-22 16:07:39,No
3696,System_1,CMMC,Medium,Policy Breach,2025-05-01 15:10:46,No
3697,System_3,NIST,Medium,Policy Breach,2025-05-04 13:08:15,Yes
3698,System_1,GDPR,Medium,Policy Breach,2025-02-04 23:55:30,No
3699,System_3,GDPR,High,Login Failure,2025-01-18 11:07:15,Yes
3700,System_3,NIST,High,Policy Breach,2025-05-23 18:16:48,No
3701,System_2,NIST,High,Access Violation,2025-05-23 00:04:14,Yes
3702,System_3,CMMC,High,Data Leak,2025-05-17 17:48:29,No
3703,System_4,GDPR,Medium,Policy Breach,2025-04-25 16:41:42,Yes
3704,System_5,CMMC,Medium,Policy Breach,2025-04-21 18:50:20,Yes
3705,System_5,NIST,High,Policy Breach,2025-02-03 13:45:55,No
3706,System_3,GDPR,Medium,Access Violation,2025-04-26 04:09:28,Yes
3707,System_5,CMMC,High,Login Failure,2025-04-24 03:01:04,Yes
3708,System_2,NIST,Low,Access Violation,2025-03-31 21:42:26,Yes
3709,System_1,NIST,High,Unauthorized Device,2025-05-04 16:16:32,Yes
3710,System_4,CMMC,Low,Policy Breach,2025-02-13 05:35:54,Yes
3711,System_5,CMMC,Medium,Unauthorized Device,2025-04-05 22:46:06,No
3712,System_4,CMMC,High,Login Failure,2025-05-25 02:19:16,No
3713,System_1,GDPR,High,Login Failure,2025-01-24 17:10:29,Yes
3714,System_4,GDPR,Medium,Data Leak,2025-01-28 14:13:30,Yes
3715,System_5,GDPR,High,Login Failure,2025-03-16 10:40:58,No
3716,System_5,NIST,Medium,Data Leak,2025-03-20 04:15:40,Yes
3717,System_3,NIST,High,Policy Breach,2025-03-24 04:31:32,No
3718,System_1,GDPR,High,Unauthorized Device,2025-03-06 08:10:05,Yes
3719,System_2,CMMC,Low,Policy Breach,2025-02-17 06:48:26,Yes
3720,System_1,NIST,High,Policy Breach,2025-02-13 06:53:53,No
3721,System_1,GDPR,Medium,Access Violation,2025-02-08 15:58:13,No
3722,System_5,GDPR,High,Access Violation,2025-03-16 11:35:47,No
3723,System_2,NIST,Medium,Data Leak,2025-04-09 17:30:30,Yes
3724,System_3,NIST,Low,Policy Breach,2025-04-07 01:34:55,No
3725,System_5,GDPR,Medium,Access Violation,2025-03-28 16:15:50,Yes
3726,System_1,NIST,Low,Login Failure,2025-04-17 04:46:48,Yes
3727,System_3,GDPR,Medium,Policy Breach,2025-05-23 00:58:44,No
3728,System_3,CMMC,High,Policy Breach,2025-02-17 02:15:49,Yes
3729,System_2,GDPR,High,Data Leak,2025-01-28 23:06:19,Yes
3730,System_4,CMMC,Low,Unauthorized Device,2025-02-25 05:01:29,Yes
3731,System_4,NIST,Medium,Data Leak,2025-03-05 14:04:56,No
3732,System_2,NIST,Medium,Access Violation,2025-03-20 22:29:43,No
3733,System_3,NIST,High,Login Failure,2025-02-25 16:42:44,Yes
3734,System_4,NIST,Medium,Access Violation,2025-02-20 03:05:30,No
3735,System_4,CMMC,Medium,Data Leak,2025-03-17 22:16:24,Yes
3736,System_4,CMMC,High,Login Failure,2025-04-16 21:18:25,Yes
3737,System_2,GDPR,Low,Access Violation,2025-02-21 17:36:56,Yes
3738,System_5,GDPR,Medium,Data Leak,2025-01-31 00:37:21,No
3739,System_3,NIST,Medium,Unauthorized Device,2025-01-01 18:18:33,No
3740,System_2,NIST,Medium,Access Violation,2025-02-23 16:47:21,No
3741,System_4,NIST,High,Login Failure,2025-01-27 11:46:18,No
3742,System_1,GDPR,Medium,Data Leak,2025-04-20 19:29:58,Yes
3743,System_3,GDPR,Low,Unauthorized Device,2025-04-07 13:01:52,Yes
3744,System_1,NIST,Medium,Access Violation,2025-03-27 01:23:58,No
3745,System_1,NIST,Medium,Policy Breach,2025-03-05 17:57:44,No
3746,System_1,GDPR,Low,Login Failure,2025-01-04 13:30:45,Yes
3747,System_2,CMMC,Medium,Data Leak,2025-01-05 16:33:18,No
3748,System_1,GDPR,Medium,Policy Breach,2025-01-01 04:47:19,Yes
3749,System_1,NIST,Low,Access Violation,2025-02-08 00:32:54,No
3750,System_4,NIST,Medium,Data Leak,2025-05-11 19:26:38,Yes
3751,System_2,CMMC,High,Data Leak,2025-03-08 00:00:14,Yes
3752,System_4,GDPR,Low,Data Leak,2025-03-06 13:10:10,Yes
3753,System_4,CMMC,High,Unauthorized Device,2025-04-23 16:17:01,Yes
3754,System_3,NIST,Medium,Policy Breach,2025-02-12 23:14:47,No
3755,System_3,GDPR,Medium,Login Failure,2025-03-27 07:54:30,No
3756,System_2,GDPR,High,Login Failure,2025-05-11 00:34:16,No
3757,System_3,NIST,Medium,Unauthorized Device,2025-05-17 05:11:39,No
3758,System_2,CMMC,Low,Policy Breach,2025-01-30 19:23:26,Yes
3759,System_1,GDPR,Medium,Access Violation,2025-03-16 15:30:05,No
3760,System_4,NIST,Low,Login Failure,2025-03-04 03:31:55,Yes
3761,System_1,NIST,High,Data Leak,2025-04-04 21:39:28,Yes
3762,System_4,GDPR,Low,Unauthorized Device,2025-04-03 09:08:37,No
3763,System_1,CMMC,High,Policy Breach,2025-03-07 20:03:53,No
3764,System_3,CMMC,High,Data Leak,2025-02-07 05:37:16,No
3765,System_1,GDPR,Low,Data Leak,2025-02-08 12:36:10,Yes
3766,System_3,NIST,Medium,Data Leak,2025-04-10 23:04:37,No
3767,System_4,GDPR,Low,Data Leak,2025-02-06 09:05:43,Yes
3768,System_4,NIST,Medium,Policy Breach,2025-04-15 02:33:43,No
3769,System_1,GDPR,Low,Unauthorized Device,2025-01-23 16:02:12,Yes
3770,System_5,CMMC,High,Login Failure,2025-02-14 16:30:10,No
3771,System_3,CMMC,Medium,Access Violation,2025-03-09 01:56:33,Yes
3772,System_2,NIST,Low,Unauthorized Device,2025-04-20 18:33:04,Yes
3773,System_4,CMMC,Medium,Access Violation,2025-03-22 11:05:06,Yes
3774,System_4,GDPR,Low,Policy Breach,2025-01-30 03:19:38,Yes
3775,System_1,CMMC,High,Login Failure,2025-04-17 09:47:14,Yes
3776,System_2,CMMC,Medium,Access Violation,2025-01-13 20:14:21,No
3777,System_1,GDPR,Low,Access Violation,2025-04-09 19:58:01,Yes
3778,System_1,CMMC,High,Access Violation,2025-01-05 08:03:52,Yes
3779,System_5,GDPR,High,Data Leak,2025-04-11 20:51:07,No
3780,System_3,NIST,Low,Data Leak,2025-04-26 03:25:52,No
3781,System_2,CMMC,High,Policy Breach,2025-05-24 05:11:14,Yes
3782,System_2,GDPR,Low,Data Leak,2025-02-19 14:32:03,No
3783,System_3,GDPR,Low,Access Violation,2025-02-28 18:52:08,No
3784,System_5,NIST,High,Unauthorized Device,2025-01-12 11:45:01,Yes
3785,System_1,NIST,Medium,Login Failure,2025-05-09 14:44:35,Yes
3786,System_3,CMMC,Low,Login Failure,2025-02-10 14:26:53,No
3787,System_4,GDPR,High,Access Violation,2025-01-17 15:39:59,No
3788,System_5,NIST,High,Data Leak,2025-03-10 12:17:07,No
3789,System_1,CMMC,Low,Data Leak,2025-02-23 19:14:44,Yes
3790,System_5,GDPR,Medium,Policy Breach,2025-04-17 08:48:59,Yes
3791,System_2,CMMC,Medium,Policy Breach,2025-05-24 10:24:07,No
3792,System_5,NIST,Medium,Login Failure,2025-04-29 21:40:56,Yes
3793,System_5,CMMC,High,Login Failure,2025-01-26 12:48:53,Yes
3794,System_5,NIST,Medium,Access Violation,2025-02-12 10:42:30,Yes
3795,System_5,NIST,High,Unauthorized Device,2025-02-10 04:29:30,Yes
3796,System_3,CMMC,High,Login Failure,2025-05-23 16:19:30,Yes
3797,System_2,GDPR,Low,Access Violation,2025-05-17 09:16:20,Yes
3798,System_5,NIST,Medium,Access Violation,2025-05-06 19:53:53,No
3799,System_5,NIST,High,Login Failure,2025-03-31 09:46:23,No
3800,System_1,NIST,Medium,Data Leak,2025-02-17 16:05:17,No
3801,System_1,CMMC,Medium,Unauthorized Device,2025-03-07 10:18:24,No
3802,System_1,GDPR,Medium,Login Failure,2025-04-19 23:09:41,Yes
3803,System_3,GDPR,Low,Login Failure,2025-02-11 11:36:08,Yes
3804,System_1,NIST,Medium,Login Failure,2025-02-22 14:03:51,No
3805,System_3,NIST,Low,Access Violation,2025-01-23 15:35:04,Yes
3806,System_1,GDPR,High,Policy Breach,2025-01-27 05:02:06,No
3807,System_1,GDPR,Medium,Policy Breach,2025-04-24 17:52:01,Yes
3808,System_1,NIST,Low,Access Violation,2025-04-19 03:48:48,Yes
3809,System_5,GDPR,High,Unauthorized Device,2025-04-08 18:59:28,No
3810,System_5,GDPR,High,Login Failure,2025-04-21 05:57:43,No
3811,System_4,CMMC,Low,Login Failure,2025-03-17 11:42:49,Yes
3812,System_5,NIST,Low,Data Leak,2025-05-22 09:28:26,Yes
3813,System_2,GDPR,Low,Unauthorized Device,2025-02-01 09:53:37,Yes
3814,System_1,NIST,High,Access Violation,2025-05-21 09:31:29,Yes
3815,System_4,GDPR,High,Access Violation,2025-04-22 17:30:44,No
3816,System_5,GDPR,High,Policy Breach,2025-05-13 00:30:14,No
3817,System_1,NIST,Low,Login Failure,2025-02-01 21:14:42,Yes
3818,System_2,NIST,High,Login Failure,2025-05-07 10:49:35,No
3819,System_1,CMMC,Low,Access Violation,2025-03-28 08:25:56,No
3820,System_2,NIST,Low,Access Violation,2025-05-02 02:43:40,No
3821,System_1,GDPR,Low,Login Failure,2025-03-15 13:30:30,No
3822,System_5,CMMC,Medium,Unauthorized Device,2025-01-12 10:02:59,Yes
3823,System_4,NIST,High,Unauthorized Device,2025-03-14 23:30:15,Yes
3824,System_3,NIST,High,Policy Breach,2025-01-12 16:58:50,Yes
3825,System_3,GDPR,Medium,Unauthorized Device,2025-02-18 00:17:46,Yes
3826,System_4,NIST,Low,Access Violation,2025-01-28 09:23:49,No
3827,System_3,CMMC,Medium,Unauthorized Device,2025-04-29 00:15:28,Yes
3828,System_3,NIST,Low,Data Leak,2025-01-20 16:32:21,No
3829,System_3,GDPR,Low,Data Leak,2025-02-07 21:18:21,No
3830,System_4,CMMC,Low,Access Violation,2025-03-22 07:37:40,Yes
3831,System_3,GDPR,Low,Policy Breach,2025-04-09 21:02:06,No
3832,System_1,GDPR,High,Data Leak,2025-02-09 05:01:25,Yes
3833,System_3,NIST,High,Policy Breach,2025-01-18 19:26:44,Yes
3834,System_2,CMMC,High,Data Leak,2025-01-15 06:21:30,No
3835,System_4,NIST,Low,Access Violation,2025-04-28 18:35:11,No
3836,System_5,GDPR,Low,Data Leak,2025-01-20 06:39:28,Yes
3837,System_5,CMMC,Low,Data Leak,2025-03-15 22:34:25,Yes
3838,System_2,NIST,Medium,Policy Breach,2025-04-19 03:32:32,Yes
3839,System_4,CMMC,Medium,Login Failure,2025-01-22 09:34:28,Yes
3840,System_2,NIST,Medium,Access Violation,2025-04-07 22:57:44,No
3841,System_5,GDPR,Medium,Login Failure,2025-03-16 18:33:00,Yes
3842,System_1,NIST,High,Unauthorized Device,2025-01-10 00:38:00,Yes
3843,System_3,NIST,Medium,Access Violation,2025-02-21 14:11:59,No
3844,System_3,GDPR,High,Unauthorized Device,2025-05-04 08:59:49,Yes
3845,System_2,CMMC,High,Data Leak,2025-02-13 20:16:07,Yes
3846,System_5,CMMC,Low,Policy Breach,2025-03-12 02:38:38,Yes
3847,System_1,GDPR,High,Data Leak,2025-02-02 04:14:23,No
3848,System_5,GDPR,Low,Login Failure,2025-02-28 13:06:27,No
3849,System_3,GDPR,High,Policy Breach,2025-05-04 17:10:46,Yes
3850,System_2,GDPR,Medium,Policy Breach,2025-01-09 00:05:19,No
3851,System_2,NIST,Low,Access Violation,2025-04-03 11:12:31,Yes
3852,System_5,GDPR,Medium,Policy Breach,2025-04-28 13:54:15,Yes
3853,System_3,NIST,High,Login Failure,2025-01-06 03:29:40,No
3854,System_2,GDPR,Low,Login Failure,2025-01-16 10:07:03,Yes
3855,System_5,GDPR,Medium,Unauthorized Device,2025-02-06 13:13:28,No
3856,System_4,NIST,High,Access Violation,2025-01-06 12:58:55,No
3857,System_2,NIST,High,Unauthorized Device,2025-01-30 14:52:58,No
3858,System_5,GDPR,High,Data Leak,2025-04-10 03:53:56,No
3859,System_3,NIST,Low,Data Leak,2025-01-24 13:01:50,No
3860,System_3,NIST,High,Unauthorized Device,2025-03-18 23:51:29,Yes
3861,System_1,CMMC,Low,Data Leak,2025-01-22 12:22:09,No
3862,System_4,GDPR,Low,Policy Breach,2025-04-27 22:13:56,No
3863,System_2,GDPR,Low,Access Violation,2025-03-11 15:09:24,No
3864,System_5,GDPR,Medium,Unauthorized Device,2025-03-11 17:34:24,Yes
3865,System_1,CMMC,Low,Login Failure,2025-05-01 07:46:26,No
3866,System_3,CMMC,Low,Login Failure,2025-03-22 05:38:36,No
3867,System_4,CMMC,High,Unauthorized Device,2025-02-25 02:10:28,Yes
3868,System_4,GDPR,Low,Unauthorized Device,2025-03-26 08:36:24,No
3869,System_2,NIST,High,Access Violation,2025-05-24 02:26:10,Yes
3870,System_2,CMMC,High,Data Leak,2025-04-19 20:31:33,Yes
3871,System_2,NIST,Low,Unauthorized Device,2025-01-10 10:26:02,Yes
3872,System_4,NIST,Low,Policy Breach,2025-03-20 10:19:49,No
3873,System_2,NIST,High,Access Violation,2025-01-06 15:17:40,Yes
3874,System_3,GDPR,High,Policy Breach,2025-03-18 07:42:58,Yes
3875,System_4,NIST,Medium,Unauthorized Device,2025-01-07 20:13:28,Yes
3876,System_2,CMMC,High,Unauthorized Device,2025-03-13 04:59:23,Yes
3877,System_4,GDPR,Low,Access Violation,2025-04-10 06:36:51,No
3878,System_2,GDPR,High,Access Violation,2025-03-24 23:51:56,Yes
3879,System_2,NIST,High,Unauthorized Device,2025-03-02 01:12:14,Yes
3880,System_1,GDPR,Medium,Data Leak,2025-02-13 05:41:48,Yes
3881,System_4,NIST,Low,Login Failure,2025-03-25 00:35:43,No
3882,System_4,NIST,High,Unauthorized Device,2025-04-16 22:20:51,No
3883,System_4,NIST,High,Data Leak,2025-04-30 08:16:04,No
3884,System_5,GDPR,Low,Policy Breach,2025-05-20 13:01:46,No
3885,System_5,CMMC,High,Access Violation,2025-02-11 11:12:24,Yes
3886,System_1,CMMC,Medium,Access Violation,2025-02-26 22:28:01,Yes
3887,System_1,NIST,Low,Policy Breach,2025-05-15 14:29:49,Yes
3888,System_1,CMMC,Low,Access Violation,2025-02-07 16:07:46,Yes
3889,System_2,CMMC,High,Data Leak,2025-01-05 15:20:44,Yes
3890,System_2,NIST,Low,Unauthorized Device,2025-02-26 06:43:24,Yes
3891,System_3,GDPR,Medium,Unauthorized Device,2025-05-02 07:08:10,No
3892,System_4,CMMC,Low,Unauthorized Device,2025-03-03 19:50:03,Yes
3893,System_2,NIST,High,Access Violation,2025-02-17 20:39:41,No
3894,System_2,CMMC,High,Unauthorized Device,2025-02-27 12:27:52,Yes
3895,System_3,CMMC,High,Unauthorized Device,2025-02-28 19:14:38,No
3896,System_5,CMMC,Medium,Login Failure,2025-04-05 14:44:11,No
3897,System_5,CMMC,Low,Unauthorized Device,2025-03-18 08:31:28,No
3898,System_1,CMMC,Medium,Data Leak,2025-01-01 19:59:29,No
3899,System_2,GDPR,Medium,Policy Breach,2025-04-21 01:19:33,No
3900,System_3,CMMC,High,Data Leak,2025-05-14 00:55:34,No
3901,System_1,GDPR,Medium,Unauthorized Device,2025-05-15 16:20:45,No
3902,System_5,GDPR,High,Access Violation,2025-03-04 13:59:43,No
3903,System_5,CMMC,Medium,Data Leak,2025-01-09 11:24:52,Yes
3904,System_5,CMMC,Medium,Login Failure,2025-02-22 14:51:05,Yes
3905,System_4,GDPR,High,Data Leak,2025-04-18 12:03:06,No
3906,System_2,CMMC,Medium,Login Failure,2025-05-20 22:01:35,No
3907,System_1,GDPR,High,Access Violation,2025-04-08 21:29:20,Yes
3908,System_1,GDPR,Medium,Access Violation,2025-01-17 09:40:42,Yes
3909,System_1,NIST,Medium,Policy Breach,2025-05-14 00:27:58,No
3910,System_3,CMMC,Low,Policy Breach,2025-04-28 20:43:49,No
3911,System_4,GDPR,Low,Unauthorized Device,2025-01-01 18:16:59,No
3912,System_4,GDPR,High,Policy Breach,2025-05-18 11:37:15,No
3913,System_1,CMMC,Low,Policy Breach,2025-03-29 23:51:45,Yes
3914,System_2,NIST,Medium,Data Leak,2025-02-26 01:19:49,Yes
3915,System_3,CMMC,Medium,Data Leak,2025-04-10 04:03:25,No
3916,System_1,GDPR,High,Login Failure,2025-02-10 02:20:45,Yes
3917,System_5,CMMC,Medium,Policy Breach,2025-01-23 12:27:46,Yes
3918,System_3,CMMC,Medium,Login Failure,2025-03-20 22:10:07,No
3919,System_1,GDPR,Low,Access Violation,2025-01-12 02:22:13,Yes
3920,System_4,GDPR,Medium,Login Failure,2025-04-06 17:03:37,Yes
3921,System_3,NIST,High,Login Failure,2025-03-25 15:39:14,Yes
3922,System_1,NIST,High,Policy Breach,2025-01-09 06:40:15,No
3923,System_4,GDPR,Low,Unauthorized Device,2025-02-04 15:35:08,Yes
3924,System_1,NIST,Medium,Unauthorized Device,2025-01-09 03:42:14,Yes
3925,System_4,NIST,Low,Data Leak,2025-01-07 02:57:02,No
3926,System_1,NIST,High,Data Leak,2025-01-29 19:00:56,Yes
3927,System_3,NIST,High,Access Violation,2025-03-10 16:39:33,No
3928,System_2,CMMC,Low,Data Leak,2025-03-07 10:26:59,Yes
3929,System_2,GDPR,High,Login Failure,2025-05-22 05:32:27,No
3930,System_4,CMMC,Low,Policy Breach,2025-05-08 13:42:41,Yes
3931,System_3,GDPR,Medium,Login Failure,2025-02-10 18:21:26,No
3932,System_3,NIST,Medium,Data Leak,2025-04-09 06:18:52,Yes
3933,System_4,NIST,Medium,Access Violation,2025-01-07 15:21:14,Yes
3934,System_2,CMMC,Medium,Unauthorized Device,2025-02-24 21:50:56,No
3935,System_3,GDPR,Medium,Unauthorized Device,2025-03-14 02:29:51,Yes
3936,System_2,GDPR,Low,Access Violation,2025-05-12 05:00:48,No
3937,System_5,GDPR,Low,Data Leak,2025-03-09 12:43:45,No
3938,System_1,GDPR,Low,Access Violation,2025-04-24 02:29:18,Yes
3939,System_5,CMMC,Low,Access Violation,2025-05-09 20:43:18,No
3940,System_1,NIST,Medium,Access Violation,2025-02-02 01:07:07,No
3941,System_4,GDPR,Medium,Unauthorized Device,2025-05-18 10:46:42,No
3942,System_5,CMMC,High,Unauthorized Device,2025-02-18 06:11:55,No
3943,System_2,GDPR,Low,Unauthorized Device,2025-04-10 03:23:18,No
3944,System_2,GDPR,Medium,Access Violation,2025-05-14 18:54:38,Yes
3945,System_3,GDPR,High,Access Violation,2025-02-19 16:07:38,Yes
3946,System_1,GDPR,High,Data Leak,2025-01-31 00:14:00,No
3947,System_3,GDPR,High,Data Leak,2025-01-22 09:21:57,No
3948,System_5,CMMC,Low,Policy Breach,2025-01-04 19:40:45,No
3949,System_2,CMMC,Low,Data Leak,2025-03-25 20:12:24,No
3950,System_5,CMMC,Low,Policy Breach,2025-05-22 20:16:20,No
3951,System_3,CMMC,High,Login Failure,2025-05-22 13:09:17,No
3952,System_3,GDPR,High,Policy Breach,2025-05-11 11:32:59,Yes
3953,System_2,CMMC,Medium,Access Violation,2025-04-07 22:26:25,No
3954,System_2,CMMC,Medium,Access Violation,2025-04-27 18:43:53,No
3955,System_5,NIST,Low,Access Violation,2025-03-15 07:03:46,No
